# PetList/Ride

#author("2017-04-07T17:40:56+00:00","","")
#include(Pet/PetMenu,notitle)
*パートナー一覧表 （ライドパートナー） [#y7d2e06b]
#contents

--&color(#0000ff){パラメーターは、06/10/1までに掲示板・コメントで記載されたものを反映しています。&br;仕様変更があったため、育てた時期によっては1～2の差が出ることがあるので参考として下さい。&br;上限に達したかは%%転生の際のパラメーター上昇で判断するといいでしょう。%% 数字の色が緑色になったかで判断できます。};
--パラメーターは、レイアウトの関係で英語表記としています。
---パラメーターの表示順序はゲーム内の説明と同じです。
---初期パラメーターのうち、&color(#a0a0a0){''灰色で表示''};されたものは旧隠しステータスであり、数値が不正確である場合があります。確定したもののみ黒で表示に戻してください。
--07/02/23にパートナーのHP回復アイテムが統合されました。
---「ピュアエナジー」「大人の回復薬」「バードケーキ」「鉱油」「樹液」⇒「ペットフード」に統合。14/07/24に「パートナーフード」に改名・
--07/10/12にペットのステータス調整が実施されました。
--13/06/27に各種隠しステータスの通常表示化、及び、カウントストップ・ステータス値の緑字表示化の仕様変更が行われました。
--13/12/26より飛空庭に設置が可能になりました。設置後右クリックでポーズを変えることができます。
--14/07/24に「ペット」から「パートナー」にカテゴリ名が変更されました。
プレイヤー間では未だペットと呼ぶ人も少なくないが、総じて「パートナー」の事を指す。


//修正値反映完了パートナー：ネコマタ緑、ネコマタ杏、青ドラゴ
//（上昇したパラメーターはとりあえず赤字にしています。パラメーターを更新された方は、上の日付の変更もお願いします。）

**ライドパートナー [#xbf16ef7]

***[[ライドクローラー>#RC]] [#q42355cd]
|CENTER:128|CENTER:120|CENTER:90|CENTER:80|CENTER:70|CENTER:390|c
|~画像|~固有命令スキル&br;習得可能職業|~初期&br;パラメーター|~成長&br;(転生前)((黒は限界値が確定していると思われるパラメーター、灰色はまだ限界値が確定していないと思われるパラメーターです。))|~説明と入手法|h
|&ref(http://eco.acronia.net/img/gamedb_wiki/PetList/Ride/knightnokiba_00.jpg,nolink,128x128);|なし|HP:320&br;ATK:49&br;M.ATK:43&br;DEF:37&br;M.DEF:18&br;S.HIT:48&br;L.HIT:24&br;M.HIT:13&br;S.AVOID:28&br;L.AVOID:15&br;M.RST:14&br;CRITICAL:21&br;&br;&color(#a0a0a0){C.AVOID:－};&br;&color(#a0a0a0){A.SPD:－};&br;&color(#a0a0a0){C.SPD:－};&br;&color(#a0a0a0){RCV:120};&br;&color(#a0a0a0){M.RCV:－};&br;&color(#a0a0a0){S.RCV:－};|+540&br;+196&br;+129&br;+111&br;+54&br;+129&br;+48&br;+39&br;+84&br;+45&br;+28&br;+63&br;&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+120};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};|［２人乗り］&br;&br;チェスの駒の「ナイト」をイメージして馬具が身に着けられている騎馬&br;胸アクセサリーに憑依しているお友達と一緒に乗ることが出来る&br;&br;&color(#ff8000){胸アクセサリーに憑依しているキャラクターが一緒に騎乗している姿が表示されます。&br;※ログアウト中の憑依キャラクターは表示されません。};&br;&br;【入手法】&br;ECOくじ「盤上の騎士団」|

***おとぎの国の白馬 [#x50fee49]
|CENTER:128|CENTER:70|RIGHT:85|RIGHT:40|LEFT:480|c
|&ref(http://eco.acronia.net/img/gamedb_info/eco/pet/OtogiNoKuniNoHakuba.jpg,nolink,128x128);|なし|HP:320&br;ATK:49&br;M.ATK:43&br;DEF:37&br;M.DEF:18&br;S.HIT:43&br;L.HIT:24&br;M.HIT:13&br;S.AVOID:28&br;L.AVOID:15&br;M.RST:14&br;CRITICAL:21&br;&br;C.AVOID:4&br;A.SPD:150&br;C.SPD:130&br;RCV:120&br;M.RCV:1&br;S.RCV:0|+540&br;+196&br;+129&br;+111&br;+54&br;+129&br;+48&br;+39&br;+84&br;+45&br;+28&br;+63&br;&br;+16&br;+200&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;+12&br;&color(#a0a0a0){+0};|［２人乗り］&br;&br;&color(#ff8000){胸アクセサリーに憑依しているキャラクターが一緒に騎乗している姿が表示されます。&br;※ログアウト中の憑依キャラクターは表示されません。};&br;&br;【入手法】&br;ECOくじ　Ver.13|

***ユニコーンの馬車 [#q215a537]
|CENTER:128|CENTER:70|RIGHT:85|RIGHT:40|LEFT:480|c
|&ref(http://eco.acronia.net/img/gamedb_wiki/PetList/Shoulder/basya.JPG,nolink,128x123);|なし|HP:320&br;ATK:49&br;M.ATK:43&br;DEF:37&br;M.DEF:18&br;S.HIT:43&br;L.HIT:24&br;M.HIT:13&br;S.AVOID:28&br;L.AVOID:15&br;M.RST:14&br;CRITICAL:21&br;&br;&color(#a0a0a0){C.AVOID:－};&br;&color(#a0a0a0){A.SPD:－};&br;&color(#a0a0a0){C.SPD:－};&br;&color(#a0a0a0){RCV:－};&br;&color(#a0a0a0){M.RCV:－};&br;&color(#a0a0a0){S.RCV:－};|&color(#a0a0a0){+527};&br;&color(#a0a0a0){+196};&br;&color(#a0a0a0){+29};&br;&color(#a0a0a0){+75};&br;&color(#a0a0a0){+54};&br;&color(#a0a0a0){+129};&br;&color(#a0a0a0){+48};&br;&color(#a0a0a0){+31};&br;&color(#a0a0a0){+81};&br;&color(#a0a0a0){+45};&br;&color(#a0a0a0){+28};&br;&color(#a0a0a0){+63};&br;&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};|［２人乗り］&br;&br;ユニコーンが引く馬車&br;胸アクセサリーに憑依している&br;お友達と一緒に乗ることが出来る&br;&br;&color(#ff8000){胸アクセサリーに憑依しているキャラクターが表示されます。&br;※ログアウト中の憑依キャラクターは表示されません。};&br;&br;【入手法】&br;ECOくじ　「あこがれアートコレクション」|

***ジニアの馬車 [#p8d831b7]
|CENTER:128|CENTER:70|RIGHT:85|RIGHT:40|LEFT:480|c
|&ref(http://eco.acronia.net/img/gamedb_info/eco/pet/ZinniaNoBasha.jpg,nolink,128x114);|なし|HP:320&br;ATK:49&br;M.ATK:43&br;DEF:37&br;M.DEF:18&br;S.HIT:43&br;L.HIT:24&br;M.HIT:13&br;S.AVOID:28&br;L.AVOID:15&br;M.RST:14&br;CRITICAL:21&br;&br;&color(#a0a0a0){C.AVOID:－};&br;&color(#a0a0a0){A.SPD:－};&br;&color(#a0a0a0){C.SPD:－};&br;&color(#a0a0a0){RCV:120};&br;&color(#a0a0a0){M.RCV:－};&br;&color(#a0a0a0){S.RCV:－};|&color(#a0a0a0){+540};&br;&color(#a0a0a0){+196};&br;&color(#a0a0a0){+129};&br;&color(#a0a0a0){+111};&br;&color(#a0a0a0){+54};&br;&color(#a0a0a0){+129};&br;&color(#a0a0a0){+48};&br;&color(#a0a0a0){+39};&br;&color(#a0a0a0){+84};&br;&color(#a0a0a0){+45};&br;&color(#a0a0a0){+28};&br;&color(#a0a0a0){+63};&br;&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};|［４人乗り］&br;&br;ジニアの花で飾られた白く美しい馬車&br;&br;&color(#ff8000){胸アクセサリー、鎧、右手？に憑依しているキャラクターが&br;一緒に騎乗している姿が表示されます。&br;※ログアウト中の憑依キャラクターは表示されません。};&br;&br;【入手法】&br;ハートフルパッケージ　ワールドフラワーセット|

***浪漫の人力車 [#m9baa385]
|CENTER:128|CENTER:70|RIGHT:85|RIGHT:40|LEFT:480|c
|&ref(http://eco.acronia.net/img/gamedb_wiki/PetList/Shoulder/roman_01.jpg,nolink,128x128);|なし|HP:320&br;ATK:49&br;M.ATK:43&br;DEF:37&br;M.DEF:18&br;S.HIT:43&br;L.HIT:24&br;M.HIT:13&br;S.AVOID:28&br;L.AVOID:15&br;M.RST:14&br;CRITICAL:21&br;&br;&color(#a0a0a0){C.AVOID:－};&br;&color(#a0a0a0){A.SPD:－};&br;&color(#a0a0a0){C.SPD:－};&br;&color(#a0a0a0){RCV:－};&br;&color(#a0a0a0){M.RCV:－};&br;&color(#a0a0a0){S.RCV:－};|&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};|［２人乗り］&br;&br;古き良き時代の浪漫溢れる人力車&br;胸アクセサリーに憑依してもらえば&br;大切なあの人を乗せることができる&br;&br;&color(#ff8000){胸アクセサリーに憑依しているキャラクターが表示されます。&br;※ログアウト中の憑依キャラクターは表示されません。};&br;&br;【入手法】&br;ECOくじ　Ver.18&br;パートナー引き換え券（びっくりBOX：2013/04/25～2013/5/23）|

***浪漫の人力車☆ [#m9baa385]
|CENTER:128|CENTER:100|RIGHT:100|RIGHT:60|LEFT:370|c
|画像募集中|なし|HP:●&br;ATK:●&br;M.ATK:●&br;DEF:●&br;M.DEF:●&br;S.HIT:●&br;L.HIT:●&br;M.HIT:●&br;S.AVOID:●&br;L.AVOID:●&br;M.RST:●&br;CRITICAL:●&br;&br;&color(#a0a0a0){C.AVOID:－};&br;&color(#a0a0a0){A.SPD:－};&br;&color(#a0a0a0){C.SPD:－};&br;&color(#a0a0a0){RCV:－};&br;&color(#a0a0a0){M.RCV:－};&br;&color(#a0a0a0){S.RCV:－};|&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};|説明&br;&br;【入手法】&br;復刻・ECOくじ第18弾 大正浪漫☆|

***田舎道の手車 [#zeb6243b]
|CENTER:128|CENTER:70|RIGHT:85|RIGHT:40|LEFT:480|c
|&ref(http://eco.acronia.net/img/gamedb_wiki/PetList/Shoulder/teguruma.JPG,nolink,128x128);|なし|HP:320&br;ATK:49&br;M.ATK:43&br;DEF:37&br;M.DEF:18&br;S.HIT:43&br;L.HIT:24&br;M.HIT:13&br;S.AVOID:28&br;L.AVOID:15&br;M.RST:14&br;CRITICAL:21&br;&br;&color(#a0a0a0){C.AVOID:－};&br;&color(#a0a0a0){A.SPD:－};&br;&color(#a0a0a0){C.SPD:－};&br;&color(#a0a0a0){RCV:－};&br;&color(#a0a0a0){M.RCV:－};&br;&color(#a0a0a0){S.RCV:－};|+540&br;+196&br;&color(#a0a0a0){+0};&br;+111&br;&color(#a0a0a0){+0};&br;+129&br;+48&br;&color(#a0a0a0){+0};&br;+84&br;+45&br;&color(#a0a0a0){+0};&br;+63&br;&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};|［２人乗り］&br;&br;PARTNER装備&br;田舎道をのどかに走る手車&br;&br;胸アクセサリーに憑依してもらえば&br;後ろに乗せることができる&br;&br;【入手法】&br;ECOくじ　「やすらぎカントリーライフ」|

***青春☆自転車 [#re4c142a]
|CENTER:128|CENTER:70|RIGHT:85|RIGHT:40|LEFT:480|c
|&ref(http://eco.acronia.net/img/gamedb_wiki/PetList/Shoulder/chari.jpg,nolink,128x128);|なし|HP:320&br;ATK:49&br;M.ATK:43&br;DEF:37&br;M.DEF:18&br;S.HIT:43&br;L.HIT:24&br;M.HIT:13&br;S.AVOID:28&br;L.AVOID:15&br;M.RST:14&br;CRITICAL:21&br;&br;&color(#a0a0a0){C.AVOID:－};&br;&color(#a0a0a0){A.SPD:－};&br;&color(#a0a0a0){C.SPD:－};&br;&color(#a0a0a0){RCV:－};&br;&color(#a0a0a0){M.RCV:－};&br;&color(#a0a0a0){S.RCV:－};|&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};|［２人乗り］&br;&br;どこにでもあるような普通の自転車&br;&br;&color(#ff8000){胸アクセサリーに憑依しているキャラクターが表示されます。&br;※ログアウト中の憑依キャラクターは表示されません。};&br;&br;【入手法】&br;ECOくじ　「新生活」|

***伝書鳩の自転車 [#n9384826]
|CENTER:128|CENTER:70|RIGHT:85|RIGHT:40|LEFT:480|c
|画像募集中|なし|HP:?&br;ATK:?&br;M.ATK:?&br;DEF:?&br;M.DEF:?&br;S.HIT:?&br;L.HIT:?&br;M.HIT:?&br;S.AVOID:?&br;L.AVOID:?&br;M.RST:?&br;CRITICAL:?&br;&br;&color(#a0a0a0){C.AVOID:－};&br;&color(#a0a0a0){A.SPD:－};&br;&color(#a0a0a0){C.SPD:－};&br;&color(#a0a0a0){RCV:－};&br;&color(#a0a0a0){M.RCV:－};&br;&color(#a0a0a0){S.RCV:－};|&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};|【入手法】&br;ECOくじ「花咲く！アクロニア便り」|

***二人乗りのそり [#yd5911db]
|CENTER:128|CENTER:70|RIGHT:85|RIGHT:40|LEFT:480|c
|&ref(http://eco.acronia.net/img/gamedb_info/eco/pet/FutariNoriNoSori.jpg,nolink,128x128);|なし|HP:320&br;ATK:49&br;M.ATK:43&br;DEF:37&br;M.DEF:18&br;S.HIT:43&br;L.HIT:24&br;M.HIT:13&br;S.AVOID:28&br;L.AVOID:15&br;M.RST:14&br;CRITICAL:21&br;&br;&color(#a0a0a0){C.AVOID:－};&br;&color(#a0a0a0){A.SPD:150};&br;&color(#a0a0a0){C.SPD:－};&br;&color(#a0a0a0){RCV:120};&br;&color(#a0a0a0){M.RCV:－};&br;&color(#a0a0a0){S.RCV:－};|+540&br;+196&br;+129&br;+111&br;+54&br;+129&br;+48&br;+39&br;+84&br;+45&br;+28&br;+63&br;&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;+120&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};|［２人乗り］&br;&br;力強いバウの引く、二人乗り用のそり。&br;&color(#ff8000){胸アクセサリーに憑依しているキャラクターが一緒に騎乗している姿が表示されます。&br;※ログアウト中の憑依キャラクターは表示されません。};&br;&br;&color(#ff8000){移動速度は、捨て犬バウ時代の育成量に応じます（検証中）。};&br;&br;【入手法】&br;1回以上転生した捨て犬バウと木片1000個（50個ずつで可）を&br;巡礼者のおじいさん（マイマイ島）に渡す。 &br;&br;&color(#f00000){※07/10/12の上昇ステータス無し};|

***キラキラほうき星 [#mc7ed585]
|CENTER:128|CENTER:70|RIGHT:85|RIGHT:40|LEFT:480|c
|&ref(http://eco.acronia.net/img/gamedb_info/eco/pet/KiraKiraHoukiBoshi.png,nolink,128x128);|なし|HP:320&br;ATK:49&br;M.ATK:43&br;DEF:37&br;M.DEF:18&br;S.HIT:43&br;L.HIT:24&br;M.HIT:13&br;S.AVOID:28&br;L.AVOID:15&br;M.RST:14&br;CRITICAL:21&br;&br;&color(#a0a0a0){C.AVOID:－};&br;&color(#a0a0a0){A.SPD:－};&br;&color(#a0a0a0){C.SPD:－};&br;&color(#a0a0a0){RCV:120};&br;&color(#a0a0a0){M.RCV:－};&br;&color(#a0a0a0){S.RCV:－};|+540&br;+196&br;+129&br;+111&br;+54&br;+129&br;+48&br;+39&br;+84&br;+45&br;+28&br;+63&br;&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+120};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};|［４人乗り］&br;&br;夜空に浮かぶ星を集めて作ったフシギな乗り物。4人まで騎乗が可能。&br;&br;&color(#ff8000){使用者に続き、胸アクセサリー、鎧、右手の順で&br;憑依しているキャラクターが一列に騎乗している姿が表示されます。&br;※ログアウト中の憑依キャラクターは表示されません。};&br;&br;【入手法】&br;ECOくじ Ver.9|

***キラキラほうき星☆ [#KirakiraHoukuBosiStar]
|CENTER:128|CENTER:100|RIGHT:100|RIGHT:60|LEFT:370|c
|画像募集中|なし|HP:320&br;ATK:49&br;M.ATK:43&br;DEF:37&br;M.DEF:18&br;S.HIT:43&br;L.HIT:24&br;M.HIT:13&br;S.AVOID:28&br;L.AVOID:15&br;M.RST:14&br;CRITICAL:21&br;&br;&color(#a0a0a0){C.AVOID:－};&br;&color(#a0a0a0){A.SPD:－};&br;&color(#a0a0a0){C.SPD:－};&br;&color(#a0a0a0){RCV:－};&br;&color(#a0a0a0){M.RCV:－};&br;&color(#a0a0a0){S.RCV:－};|&color(#a0a0a0){+540};&br;&color(#a0a0a0){+196};&br;&color(#a0a0a0){+46?};&br;&color(#a0a0a0){+111};&br;&color(#a0a0a0){+54?};&br;&color(#a0a0a0){+129};&br;&color(#a0a0a0){+48};&br;&color(#a0a0a0){+39?};&br;&color(#a0a0a0){+84};&br;&color(#a0a0a0){+45};&br;&color(#a0a0a0){+28?};&br;&color(#a0a0a0){+63};&br;&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};|説明&br;&br;【入手法】&br;ECOくじ 「真夏のアンコール（12星座）」|

***バイク（※） [#d82c57ba]
|CENTER:128|CENTER:70|RIGHT:85|RIGHT:40|LEFT:480|c
|&ref(http://eco.acronia.net/img/gamedb_wiki/PetList/Shoulder/baiku_01.jpg,nolink,128x128);|なし|HP:320&br;ATK:49&br;M.ATK:43&br;DEF:37&br;M.DEF:18&br;S.HIT:43&br;L.HIT:24&br;M.HIT:13&br;S.AVOID:28&br;L.AVOID:15&br;M.RST:14&br;CRITICAL:21&br;&br;C.AVOID:4&br;A.SPD:150&br;C.SPD:130&br;RCV:120&br;M.RCV:1&br;S.RCV:0|+540&br;+196&br;+129&br;+111&br;+54&br;+129&br;+48&br;+39&br;+84&br;+45&br;+28&br;+63&br;&br;+16&br;+200&br;+200&br;+120&br;+12&br;+100|［２人乗り］&br;&br;ドミニオン界謹製？オートバイ。&br;（※）内には、赤、青、緑、黒、黄色、オレンジ、白、ピンクの車体カラーが入ります。&br;&br;&color(#ff8000){胸アクセサリーに憑依しているキャラクターが一緒に騎乗している姿が表示されます。&br;※ログアウト中の憑依キャラクターは表示されません。};&br;&br;【入手法】&br;（赤、青、緑、黒、黄色、オレンジ）&br;   ウェストフォート レジスタンス守衛 CP交換（24000CP～）&br;（白、ピンク）ECOタウン アトラクションゾーン景品交換所(2,000,000e)|

***サイドカーバイク [#f25f95a7]
|CENTER:128|CENTER:70|RIGHT:85|RIGHT:40|LEFT:480|c
|&ref(http://eco.acronia.net/img/gamedb_info/eco/pet/SidecarBike.jpg,nolink,128x122);|なし|HP:320&br;ATK:49&br;M.ATK:43&br;DEF:37&br;M.DEF:18&br;S.HIT:43&br;L.HIT:24&br;M.HIT:13&br;S.AVOID:28&br;L.AVOID:15&br;M.RST:14&br;CRITICAL:21&br;&br;&color(#a0a0a0){C.AVOID:－};&br;&color(#a0a0a0){A.SPD:－};&br;&color(#a0a0a0){C.SPD:－};&br;&color(#a0a0a0){RCV:120};&br;&color(#a0a0a0){M.RCV:－};&br;&color(#a0a0a0){S.RCV:－};|&color(#a0a0a0){+540};&br;&color(#a0a0a0){+196};&br;&color(#a0a0a0){+129};&br;&color(#a0a0a0){+111};&br;&color(#a0a0a0){+54};&br;&color(#a0a0a0){+129};&br;&color(#a0a0a0){+48};&br;&color(#a0a0a0){+39};&br;&color(#a0a0a0){+84};&br;&color(#a0a0a0){+45};&br;&color(#a0a0a0){+28};&br;&color(#a0a0a0){+63};&br;&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};|［２人乗り］&br;&br;二人乗りのサイドカーバイク&br;&br;&color(#ff8000){胸アクセサリーに憑依しているキャラクターが一緒に騎乗している姿が表示されます。&br;※ログアウト中の憑依キャラクターは表示されません。};&br;&br;【入手法】&br;ECOくじ Ver.12|

***インペリアルバイク [#v91d3514]
|CENTER:128|CENTER:70|RIGHT:85|RIGHT:40|LEFT:480|c
|&ref(http://eco.acronia.net/img/gamedb_wiki/PetList/Shoulder/%E3%82%A4%E3%83%B3%E3%83%9A%E3%83%AA%E3%82%A2%E3%83%AB%E3%83%90%E3%82%A4%E3%82%AFUP.jpg,nolink,128x172);|なし|HP:320&br;ATK:49&br;M.ATK:43&br;DEF:37&br;M.DEF:18&br;S.HIT:43&br;L.HIT:24&br;M.HIT:13&br;S.AVOID:28&br;L.AVOID:15&br;M.RST:14&br;CRITICAL:21&br;&br;&color(#a0a0a0){C.AVOID:－};&br;&color(#a0a0a0){A.SPD:－};&br;&color(#a0a0a0){C.SPD:－};&br;&color(#a0a0a0){RCV:120};&br;&color(#a0a0a0){M.RCV:－};&br;&color(#a0a0a0){S.RCV:－};|+540&br;+196&br;+129&br;+111&br;+54&br;+129&br;+48&br;+39&br;+84&br;+45&br;+28&br;+63&br;&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+120};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};|［２人乗り］&br;&br;メカニカルなバイク&br;胸アクセサリーに憑依している&br;お友達と一緒に乗ることが出来る&br;&br;&color(#ff8000){胸アクセサリーに憑依しているキャラクターが表示されます。&br;※ログアウト中の憑依キャラクターは表示されません。};&br;&br;【入手法】&br;ECOくじ　「ウィンターホリデー」|

***インペリアルバイク（赤） [#rb2e6f07]
|CENTER:128|CENTER:70|RIGHT:85|RIGHT:40|LEFT:480|c
|&ref(http://eco.acronia.net/img/gamedb_wiki/PetList/Ride/ImperialBike-Red.jpg,nolink,128x128);|なし|HP:1&br;ATK:49&br;M.ATK:43&br;DEF:37&br;M.DEF:18&br;S.HIT:43&br;L.HIT:24&br;M.HIT:13&br;S.AVOID:40&br;L.AVOID:40&br;M.RST:40&br;CRITICAL:30&br;&br;&color(#a0a0a0){C.AVOID:－};&br;&color(#a0a0a0){A.SPD:－};&br;&color(#a0a0a0){C.SPD:－};&br;&color(#a0a0a0){RCV:120};&br;&color(#a0a0a0){M.RCV:－};&br;&color(#a0a0a0){S.RCV:－};|+1&br;+196&br;+129&br;+111&br;+54&br;+129&br;+48&br;+39&br;+90&br;+90&br;+90&br;+63&br;&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+120};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};|［２人乗り］&br;&br;オートバイ。&br;胸アクセサリーに憑依しているお友達と一緒に乗ることができ、&br;移動速度がとても早くなる(※)。&br;(※背負い魔・ブーストの点火時と同じ速度です。)&br;&br;【パッシブスキル】&br;モンスタースルー&br;騎乗すると自分から手を出さない限りモンスターから発見されなくなる。&br;（ボスモンスター、ダンジョン内は無効。）&br;&br;【入手法】&br;びっくりアイテムBOX一等賞|

***戦車 [#hdcda81e]
|CENTER:128|CENTER:70|RIGHT:85|RIGHT:40|LEFT:480|c
|&ref(http://eco.acronia.net/img/gamedb_wiki/PetList/Shoulder/Tank01.jpg,nolink,128x128);|なし|HP:320&br;ATK:49&br;M.ATK:43&br;DEF:37&br;M.DEF:18&br;S.HIT:43&br;L.HIT:24&br;M.HIT:13&br;S.AVOID:28&br;L.AVOID:15&br;M.RST:14&br;CRITICAL:21&br;&br;&color(#a0a0a0){C.AVOID:－};&br;&color(#a0a0a0){A.SPD:－};&br;&color(#a0a0a0){C.SPD:－};&br;&color(#a0a0a0){RCV:120};&br;&color(#a0a0a0){M.RCV:－};&br;&color(#a0a0a0){S.RCV:－};|+1000&br;+196&br;+129&br;+111&br;+54&br;+129&br;+48&br;+39&br;+84&br;+45&br;+28&br;+63&br;&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+120};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+40};|［３人乗り］&br;&br;機械時代に開発されたと思われる兵器。&br;憑依することで、使用者に続き&br;胸アクセサリー、鎧の順番に２人まで乗ることが出来る&br;&br;&color(#ff8000){胸アクセサリー、鎧に憑依しているキャラクターが戦車の上に乗って表示されます。&br;※ログアウト中の憑依キャラクターは表示されません。};&br;&br;【入手法】&br;ECOくじ　Ver.19&br;パートナー引き換え券（びっくりBOX：2013/04/25～2013/5/23）|

***オフロードバギー [#w329a646]
|CENTER:128|CENTER:70|RIGHT:85|RIGHT:40|LEFT:480|c
|&ref(http://eco.acronia.net/img/gamedb_wiki/PetList/Shoulder/Buggy.jpg,nolink,128x128);|なし|HP:320&br;ATK:49&br;M.ATK:43&br;DEF:37&br;M.DEF:18&br;S.HIT:43&br;L.HIT:24&br;M.HIT:13&br;S.AVOID:28&br;L.AVOID:15&br;M.RST:14&br;CRITICAL:21&br;&br;&color(#a0a0a0){C.AVOID:－};&br;&color(#a0a0a0){A.SPD:－};&br;&color(#a0a0a0){C.SPD:－};&br;&color(#a0a0a0){RCV:120};&br;&color(#a0a0a0){M.RCV:－};&br;&color(#a0a0a0){S.RCV:－};|+1000&br;+196&br;+129&br;+111&br;+54&br;+129&br;+48&br;+39&br;+84&br;+45&br;+28&br;+63&br;&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+120};&br;&color(#a0a0a0){+0};&br;&color(#a0a0a0){+40};|［４人乗り］&br;&br;オフロードバギー。&br;憑依することで、使用者に続き&br;胸アクセサリー、鎧、右手の順番に３人まで乗ることが出来る&br;&br;&color(#ff8000){&br;※後ろの2人には専用モーションあり};&color(#ff8000){&br;※ログアウト中の憑依キャラクターは表示されません。};&br;&br;【入手法】&br;CP48000|

